"group","class","combined","subset","num_in.predefined","num_out.predefined","mean_within.predefined","mean_between.predefined","p_value.predefined","greater.predefined","significant.predefined","diff.predefined","subset_number.predefined","num_in.cur_m1_edge","num_out.cur_m1_edge","mean_within.cur_m1_edge","mean_between.cur_m1_edge","p_value.cur_m1_edge","greater.cur_m1_edge","significant.cur_m1_edge","diff.cur_m1_edge","subset_number.cur_m1_edge","num_in.cur_m2_edge","num_out.cur_m2_edge","mean_within.cur_m2_edge","mean_between.cur_m2_edge","p_value.cur_m2_edge","greater.cur_m2_edge","significant.cur_m2_edge","diff.cur_m2_edge","subset_number.cur_m2_edge","num_in.pre_m1_edge","num_out.pre_m1_edge","mean_within.pre_m1_edge","mean_between.pre_m1_edge","p_value.pre_m1_edge","greater.pre_m1_edge","significant.pre_m1_edge","diff.pre_m1_edge","subset_number.pre_m1_edge","num_in.pre_m2_edge","num_out.pre_m2_edge","mean_within.pre_m2_edge","mean_between.pre_m2_edge","p_value.pre_m2_edge","greater.pre_m2_edge","significant.pre_m2_edge","diff.pre_m2_edge","subset_number.pre_m2_edge","num_in.enwiki_dbow","num_out.enwiki_dbow","mean_within.enwiki_dbow","mean_between.enwiki_dbow","p_value.enwiki_dbow","greater.enwiki_dbow","significant.enwiki_dbow","diff.enwiki_dbow","subset_number.enwiki_dbow","num_in.jaccard","num_out.jaccard","mean_within.jaccard","mean_between.jaccard","p_value.jaccard","greater.jaccard","significant.jaccard","diff.jaccard","subset_number.jaccard","num_in.cosine","num_out.cosine","mean_within.cosine","mean_between.cosine","p_value.cosine","greater.cosine","significant.cosine","diff.cosine","subset_number.cosine"
"Morphological","Timing","0","FLT","151","2249","0.088","0.022","0","within","yes","0.43798922785069","22","151","2249","0.287","0.04","0","within","yes","1.63977316503179","22","151","2249","0.312","0.098","0","within","yes","1.4015370747998","22","151","2249","0.152","0.018","0","within","yes","1.57230532776784","22","151","2249","0.269","0.071","0","within","yes","1.71952993255581","22","151","2249","0.643","0.528","0","within","yes","0.942093893753252","22","151","2249","0.169","0.02","0","within","yes","1.72332011549784","22","151","2249","0.281","0.041","0","within","yes","1.83948841721382","22"
"Morphological","Timing","0","MTM","7","2392","0.248","0.004","0.003","within","yes","1.61923290296316","25","7","2392","0.16","0.018","0.003","within","yes","0.942703600949449","25","7","2392","0.308","0.088","0.002","within","yes","1.44083250680353","25","7","2392","0.006","0.007","0.985","between","no","-0.0117336218490137","25","7","2392","0.038","0.032","0.232","within","no","0.0521069676532064","25","7","2392","0.648","0.557","0.003","within","yes","0.745482994187356","25","7","2392","0.138","0.015","0","within","yes","1.42260653829688","25","7","2392","0.226","0.034","0","within","yes","1.47159073377106","25"
"Morphological","Timing","0","SEN","39","2360","0.081","0.017","0","within","yes","0.42471682700673","23","39","2360","0.159","0.038","0","within","yes","0.803289688132981","23","39","2360","0.214","0.099","0","within","yes","0.753162446738209","23","39","2360","0.116","0.019","0","within","yes","1.13816131935433","23","39","2360","0.225","0.08","0","within","yes","1.25925171828582","23","39","2360","0.593","0.531","0","within","yes","0.507911490545231","23","39","2360","0.147","0.023","0","within","yes","1.4341724451123","23","39","2360","0.243","0.048","0","within","yes","1.49458433898623","23"
"Morphological","Timing","1","all","210","2204","0.062","0.019","0","within","yes","0.285356618145147","0","210","2204","0.2","0.035","0","within","yes","1.09539502927225","0","210","2204","0.256","0.095","0","within","yes","1.05442742543349","0","210","2204","0.103","0.016","0","within","yes","1.02082510086419","0","210","2204","0.21","0.068","0","within","yes","1.23319823445922","0","210","2204","0.615","0.528","0","within","yes","0.712714510926373","0","210","2204","0.122","0.019","0","within","yes","1.19128840198844","0","210","2204","0.208","0.04","0","within","yes","1.28764189204968","0"
"Morphological","Vegetative","0","ARC","93","2306","0.131","0.017","0","within","yes","0.756526848105737","16","93","2306","0.186","0.044","0","within","yes","0.942703600949449","16","93","2306","0.276","0.111","0","within","yes","1.08062438010265","16","93","2306","0.137","0.023","0","within","yes","1.33763289078756","16","93","2306","0.21","0.081","0","within","yes","1.12029980454394","16","93","2306","0.636","0.543","0","within","yes","0.761867235817847","16","93","2306","0.105","0.023","0","within","yes","0.948404358864583","16","93","2306","0.189","0.05","0","within","yes","1.06537037496967","16"
"Morphological","Vegetative","0","GER","60","2339","0.089","0.021","0","within","yes","0.45126162869465","9","60","2339","0.155","0.042","0","within","yes","0.75017962610766","9","60","2339","0.21","0.104","0","within","yes","0.69421929873261","9","60","2339","0.106","0.016","0","within","yes","1.05602596641123","9","60","2339","0.19","0.077","0","within","yes","0.981347890802054","9","60","2339","0.633","0.563","0","within","yes","0.573448457067198","9","60","2339","0.111","0.027","0","within","yes","0.971536172495427","9","60","2339","0.187","0.056","0","within","yes","1.00405409439588","9"
"Morphological","Vegetative","0","GRS","272","2127","0.114","0.031","0","within","yes","0.550804635024353","12","272","2127","0.234","0.047","0","within","yes","1.24144769984188","12","272","2127","0.213","0.125","0","within","yes","0.576333002721412","12","272","2127","0.151","0.02","0","within","yes","1.5371044622208","12","272","2127","0.289","0.083","0","within","yes","1.78900588942675","12","272","2127","0.545","0.532","0","within","yes","0.106497570598194","12","272","2127","0.081","0.023","0","within","yes","0.670822595294462","12","272","2127","0.149","0.047","0","within","yes","0.781782577315875","12"
"Morphological","Vegetative","0","IST","94","2305","0.052","0.018","0","within","yes","0.225630814347325","15","94","2305","0.198","0.049","0","within","yes","0.989174905221605","15","94","2305","0.254","0.113","0","within","yes","0.923442652087718","15","94","2305","0.133","0.023","0","within","yes","1.29069840339151","15","94","2305","0.198","0.084","0","within","yes","0.990032385410922","15","94","2305","0.672","0.54","0","within","yes","1.08135994761243","15","94","2305","0.134","0.022","0","within","yes","1.29538156332724","15","94","2305","0.235","0.045","0","within","yes","1.45626166362761","15"
"Morphological","Vegetative","0","LEF","246","2153","0.071","0.02","0","within","yes","0.338446221520988","14","246","2153","0.167","0.047","0","within","yes","0.796650930379816","14","246","2153","0.222","0.116","0","within","yes","0.69421929873261","14","246","2153","0.091","0.023","0","within","yes","0.797886285732932","14","246","2153","0.165","0.085","0","within","yes","0.694759568709419","14","246","2153","0.626","0.542","0","within","yes","0.688138148480636","14","246","2153","0.089","0.022","0","within","yes","0.774915756633257","14","246","2153","0.191","0.044","0","within","yes","1.12668665554347","14"
"Morphological","Vegetative","0","MSL","62","2337","0.106","0.034","0","within","yes","0.477806430382571","17","62","2337","0.157","0.052","0","within","yes","0.697069564082339","17","62","2337","0.192","0.123","0","within","yes","0.451897468042926","17","62","2337","0.067","0.023","0","within","yes","0.516279361356603","17","62","2337","0.183","0.092","0","within","yes","0.790289009406964","17","62","2337","0.564","0.541","0","within","yes","0.18841877875065","17","62","2337","0.059","0.024","0","within","yes","0.404806738539761","17","62","2337","0.115","0.05","0","within","yes","0.498194779662077","17"
"Morphological","Vegetative","0","NLS","127","2272","0.076","0.022","0","within","yes","0.358354822786928","10","127","2272","0.142","0.048","0","within","yes","0.624043228797523","10","127","2272","0.214","0.118","0","within","yes","0.628726912059723","10","127","2272","0.076","0.019","0","within","yes","0.668816445393781","10","127","2272","0.15","0.081","0","within","yes","0.599230128011874","10","127","2272","0.614","0.549","0","within","yes","0.532487852990968","10","127","2272","0.085","0.025","0","within","yes","0.693954408925305","10","127","2272","0.164","0.052","0","within","yes","0.858427928033117","10"
"Morphological","Vegetative","0","PIG","248","2151","0.07","0.025","0","within","yes","0.298629018989107","11","248","2151","0.183","0.05","0","within","yes","0.882954781170963","11","248","2151","0.223","0.12","0","within","yes","0.674571582730744","11","248","2151","0.095","0.022","0","within","yes","0.856554394978001","11","248","2151","0.175","0.085","0","within","yes","0.781604514798096","11","248","2151","0.64","0.545","0","within","yes","0.778251477448339","11","248","2151","0.1","0.02","0","within","yes","0.92527254523374","11","248","2151","0.159","0.038","0","within","yes","0.927408743678635","11"
"Morphological","Vegetative","0","ROT","199","2200","0.076","0.018","0","within","yes","0.384899624474849","13","199","2200","0.148","0.043","0","within","yes","0.697069564082339","13","199","2200","0.214","0.117","0","within","yes","0.635276150727011","13","199","2200","0.095","0.019","0","within","yes","0.891755260525042","13","199","2200","0.168","0.088","0","within","yes","0.694759568709419","13","199","2200","0.621","0.549","0","within","yes","0.589832698697688","13","199","2200","0.103","0.024","0","within","yes","0.913706638418318","13","199","2200","0.195","0.05","0","within","yes","1.11135758540002","13"
"Morphological","Vegetative","1","all","1401","1581","0.037","0.022","0","within","yes","0.0995430063297023","0","1401","1581","0.102","0.031","0","within","yes","0.471351800474725","0","1401","1581","0.155","0.114","0","within","yes","0.26851878535884","0","1401","1581","0.049","0.013","0","within","yes","0.422410386564494","0","1401","1581","0.129","0.072","0","within","yes","0.495016192705461","0","1401","1581","0.567","0.539","0","within","yes","0.229379382826878","0","1401","1581","0.043","0.019","0","within","yes","0.277581763570122","0","1401","1581","0.081","0.037","0","within","yes","0.337239543155867","0"
