"group","class","combined","subset","num_in.predefined","num_out.predefined","mean_within.predefined","mean_between.predefined","p_value.predefined","greater.predefined","significant.predefined","diff.predefined","subset_number.predefined","num_in.cur_m1_edge","num_out.cur_m1_edge","mean_within.cur_m1_edge","mean_between.cur_m1_edge","p_value.cur_m1_edge","greater.cur_m1_edge","significant.cur_m1_edge","diff.cur_m1_edge","subset_number.cur_m1_edge","num_in.cur_m2_edge","num_out.cur_m2_edge","mean_within.cur_m2_edge","mean_between.cur_m2_edge","p_value.cur_m2_edge","greater.cur_m2_edge","significant.cur_m2_edge","diff.cur_m2_edge","subset_number.cur_m2_edge","num_in.pre_m1_edge","num_out.pre_m1_edge","mean_within.pre_m1_edge","mean_between.pre_m1_edge","p_value.pre_m1_edge","greater.pre_m1_edge","significant.pre_m1_edge","diff.pre_m1_edge","subset_number.pre_m1_edge","num_in.pre_m2_edge","num_out.pre_m2_edge","mean_within.pre_m2_edge","mean_between.pre_m2_edge","p_value.pre_m2_edge","greater.pre_m2_edge","significant.pre_m2_edge","diff.pre_m2_edge","subset_number.pre_m2_edge","num_in.enwiki_dbow","num_out.enwiki_dbow","mean_within.enwiki_dbow","mean_between.enwiki_dbow","p_value.enwiki_dbow","greater.enwiki_dbow","significant.enwiki_dbow","diff.enwiki_dbow","subset_number.enwiki_dbow","num_in.jaccard","num_out.jaccard","mean_within.jaccard","mean_between.jaccard","p_value.jaccard","greater.jaccard","significant.jaccard","diff.jaccard","subset_number.jaccard","num_in.cosine","num_out.cosine","mean_within.cosine","mean_between.cosine","p_value.cosine","greater.cosine","significant.cosine","diff.cosine","subset_number.cosine"
"Morphological","Reproductive","0","SSC","40","2359","0.095","0.008","0","within","yes","0.577349436712273","21","40","2359","0.146","0.04","0","within","yes","0.703708321835504","21","40","2359","0.2","0.115","0","within","yes","0.556685286719546","21","40","2359","0.117","0.012","0","within","yes","1.40950368751215","21","40","2359","0.192","0.068","0","within","yes","1.10717395534336","21","40","2359","0.661","0.564","0","within","yes","0.796269804598711","21","40","2359","0.156","0.016","0","within","yes","1.6188095821503","21","40","2359","0.234","0.031","0","within","yes","1.55616541093068","21"
"Morphological","Reproductive","1","all","417","2061","0.039","0.017","0","within","yes","0.145996409283563","0","417","2061","0.116","0.042","0","within","yes","0.49126807373422","0","417","2061","0.193","0.119","0","within","yes","0.48464366137937","0","417","2061","0.048","0.012","0","within","yes","0.483258407147022","0","417","2061","0.131","0.074","0","within","yes","0.508942866569125","0","417","2061","0.596","0.549","0","within","yes","0.385821451712777","0","417","2061","0.063","0.018","0","within","yes","0.520331651405452","0","417","2061","0.111","0.037","0","within","yes","0.56727212024074","0"
"Morphological","Timing","0","CDR","13","2386","0.274","0.009","0","within","yes","1.75859311182474","24","13","2386","0.167","0.018","0","within","yes","0.989174905221605","24","13","2386","0.396","0.1","0","within","yes","1.93857464551748","24","13","2386","0.094","0.004","0.004","within","yes","1.20814601786755","24","13","2386","0.223","0.046","0","within","yes","1.58040153303044","24","13","2386","0.751","0.541","0","within","yes","1.72388308212092","24","13","2386","0.309","0.023","0","within","yes","3.30699671782132","24","13","2386","0.47","0.047","0","within","yes","3.24265009272747","24"
"Morphological","Timing","0","FLT","151","2249","0.088","0.022","0","within","yes","0.43798922785069","22","151","2249","0.287","0.04","0","within","yes","1.63977316503179","22","151","2249","0.312","0.098","0","within","yes","1.4015370747998","22","151","2249","0.137","0.012","0","within","yes","1.6779805803716","22","151","2249","0.277","0.069","0","within","yes","1.85719502186628","22","151","2249","0.642","0.527","0","within","yes","0.944031211637646","22","151","2249","0.169","0.02","0","within","yes","1.72287591243139","22","151","2249","0.281","0.041","0","within","yes","1.83980147105105","22"
"Morphological","Timing","0","MTM","7","2392","0.248","0.004","0.003","within","yes","1.61923290296316","25","7","2392","0.16","0.018","0.003","within","yes","0.942703600949449","25","7","2392","0.308","0.088","0.002","within","yes","1.44083250680353","25","7","2392","0.005","0.005","0.999","within","no","0","25","7","2392","0.037","0.032","0.232","within","no","0.0446441111025548","25","7","2392","0.641","0.551","0.005","within","yes","0.738807035194679","25","7","2392","0.138","0.015","0","within","yes","1.4222398471749","25","7","2392","0.226","0.034","0","within","yes","1.47184117684084","25"
"Morphological","Timing","0","SEN","39","2360","0.081","0.017","0","within","yes","0.42471682700673","23","39","2360","0.159","0.038","0","within","yes","0.803289688132981","23","39","2360","0.214","0.099","0","within","yes","0.753162446738209","23","39","2360","0.106","0.013","0","within","yes","1.24841755179647","23","39","2360","0.216","0.077","0","within","yes","1.24110628865102","23","39","2360","0.594","0.533","0","within","yes","0.500746990520838","23","39","2360","0.147","0.023","0","within","yes","1.43380277276169","23","39","2360","0.243","0.048","0","within","yes","1.49483869522898","23"
"Morphological","Timing","1","all","210","2204","0.062","0.019","0","within","yes","0.285356618145147","0","210","2204","0.2","0.035","0","within","yes","1.09539502927225","0","210","2204","0.256","0.095","0","within","yes","1.05442742543349","0","210","2204","0.091","0.011","0","within","yes","1.07390757143783","0","210","2204","0.213","0.065","0","within","yes","1.32146568863562","0","210","2204","0.615","0.528","0","within","yes","0.714180134021523","0","210","2204","0.122","0.019","0","within","yes","1.19098133543915","0","210","2204","0.208","0.04","0","within","yes","1.28786102973573","0"
"Morphological","Vegetative","0","ARC","93","2306","0.131","0.017","0","within","yes","0.756526848105737","16","93","2306","0.186","0.044","0","within","yes","0.942703600949449","16","93","2306","0.276","0.111","0","within","yes","1.08062438010265","16","93","2306","0.114","0.016","0","within","yes","1.31553677501134","16","93","2306","0.2","0.077","0","within","yes","1.09824513312285","16","93","2306","0.635","0.542","0","within","yes","0.763433936367835","16","93","2306","0.105","0.023","0","within","yes","0.948159898116601","16","93","2306","0.189","0.05","0","within","yes","1.06555168531707","16"
"Morphological","Vegetative","0","GER","60","2339","0.089","0.021","0","within","yes","0.45126162869465","9","60","2339","0.155","0.042","0","within","yes","0.75017962610766","9","60","2339","0.21","0.104","0","within","yes","0.69421929873261","9","60","2339","0.102","0.012","0","within","yes","1.20814601786755","9","60","2339","0.182","0.074","0","within","yes","0.964312799815184","9","60","2339","0.634","0.563","0","within","yes","0.582836661098025","9","60","2339","0.111","0.027","0","within","yes","0.971285749290177","9","60","2339","0.187","0.056","0","within","yes","1.00422496961536","9"
"Morphological","Vegetative","0","GRS","272","2127","0.114","0.031","0","within","yes","0.550804635024353","12","272","2127","0.234","0.047","0","within","yes","1.24144769984188","12","272","2127","0.213","0.125","0","within","yes","0.576333002721412","12","272","2127","0.135","0.014","0","within","yes","1.62428520179971","12","272","2127","0.281","0.081","0","within","yes","1.78576444410219","12","272","2127","0.544","0.531","0","within","yes","0.106716571750343","12","272","2127","0.081","0.023","0","within","yes","0.670649684033694","12","272","2127","0.149","0.047","0","within","yes","0.781915625196696","12"
"Morphological","Vegetative","0","IST","94","2305","0.052","0.018","0","within","yes","0.225630814347325","15","94","2305","0.198","0.049","0","within","yes","0.989174905221605","15","94","2305","0.254","0.113","0","within","yes","0.923442652087718","15","94","2305","0.114","0.016","0","within","yes","1.31553677501134","15","94","2305","0.207","0.078","0","within","yes","1.15181806644591","15","94","2305","0.674","0.541","0","within","yes","1.09179261867658","15","94","2305","0.134","0.022","0","within","yes","1.29504766572024","15","94","2305","0.235","0.045","0","within","yes","1.45650949791541","15"
"Morphological","Vegetative","0","LEF","246","2153","0.071","0.02","0","within","yes","0.338446221520988","14","246","2153","0.167","0.047","0","within","yes","0.796650930379816","14","246","2153","0.222","0.116","0","within","yes","0.69421929873261","14","246","2153","0.072","0.016","0","within","yes","0.751735300006478","14","246","2153","0.155","0.082","0","within","yes","0.6518040220973","14","246","2153","0.626","0.542","0","within","yes","0.689553232848367","14","246","2153","0.089","0.022","0","within","yes","0.774716014314784","14","246","2153","0.191","0.044","0","within","yes","1.12687840101877","14"
"Morphological","Vegetative","0","MSL","62","2337","0.106","0.034","0","within","yes","0.477806430382571","17","62","2337","0.157","0.052","0","within","yes","0.697069564082339","17","62","2337","0.192","0.123","0","within","yes","0.451897468042926","17","62","2337","0.062","0.018","0","within","yes","0.590649164290804","17","62","2337","0.178","0.089","0","within","yes","0.794665177625475","17","62","2337","0.564","0.541","0","within","yes","0.188806242327528","17","62","2337","0.059","0.024","0","within","yes","0.404702395537574","17","62","2337","0.115","0.05","0","within","yes","0.498279565076326","17"
"Morphological","Vegetative","0","NLS","127","2272","0.076","0.022","0","within","yes","0.358354822786928","10","127","2272","0.142","0.048","0","within","yes","0.624043228797523","10","127","2272","0.214","0.118","0","within","yes","0.628726912059723","10","127","2272","0.068","0.014","0","within","yes","0.724887610720533","10","127","2272","0.145","0.077","0","within","yes","0.607159910994745","10","127","2272","0.616","0.55","0","within","yes","0.541791825809431","10","127","2272","0.085","0.025","0","within","yes","0.693775535207269","10","127","2272","0.164","0.052","0","within","yes","0.858574019823823","10"
"Morphological","Vegetative","0","PIG","248","2151","0.07","0.025","0","within","yes","0.298629018989107","11","248","2151","0.183","0.05","0","within","yes","0.882954781170963","11","248","2151","0.223","0.12","0","within","yes","0.674571582730744","11","248","2151","0.076","0.013","0","within","yes","0.845702212507288","11","248","2151","0.171","0.083","0","within","yes","0.785736355404964","11","248","2151","0.638","0.546","0","within","yes","0.755224969310117","11","248","2151","0.1","0.02","0","within","yes","0.925034046943026","11","248","2151","0.159","0.038","0","within","yes","0.927566574988237","11"
"Morphological","Vegetative","0","ROT","199","2200","0.076","0.018","0","within","yes","0.384899624474849","13","199","2200","0.148","0.043","0","within","yes","0.697069564082339","13","199","2200","0.214","0.117","0","within","yes","0.635276150727011","13","199","2200","0.083","0.013","0","within","yes","0.939669125008098","13","199","2200","0.16","0.084","0","within","yes","0.678590488758833","13","199","2200","0.622","0.549","0","within","yes","0.599254595213462","13","199","2200","0.103","0.025","0","within","yes","0.90190819576945","13","199","2200","0.195","0.05","0","within","yes","1.11154672209334","13"
"Morphological","Vegetative","1","all","1401","1581","0.037","0.022","0","within","yes","0.0995430063297023","0","1401","1581","0.102","0.031","0","within","yes","0.471351800474725","0","1401","1581","0.155","0.114","0","within","yes","0.26851878535884","0","1401","1581","0.04","0.008","0","within","yes","0.42956302857513","0","1401","1581","0.125","0.069","0","within","yes","0.500014044348614","0","1401","1581","0.567","0.539","0","within","yes","0.229851077616122","0","1401","1581","0.043","0.019","0","within","yes","0.277510214082908","0","1401","1581","0.081","0.037","0","within","yes","0.337296936359359","0"
